":ID",":LABEL","name","bates_number","lane","source"
"EXHB_2010","Exhibit","D","PIGORS-F01-2010","","impeachment_matrix"
"EXHB_2011","Exhibit","D","PIGORS-F01-2011","","impeachment_matrix"
"EXHB_2012","Exhibit","D","PIGORS-F01-2012","","impeachment_matrix"
"EXHB_2013","Exhibit","D","PIGORS-F01-2013","","impeachment_matrix"
"EXHB_2014","Exhibit","D","PIGORS-F01-2014","","impeachment_matrix"
"EXHB_2015","Exhibit","D","PIGORS-F01-2015","","impeachment_matrix"
"EXHB_2016","Exhibit","D","PIGORS-F01-2016","","impeachment_matrix"
"EXHB_2017","Exhibit","D","PIGORS-F01-2017","","impeachment_matrix"
"EXHB_2018","Exhibit","D","PIGORS-F01-2018","","impeachment_matrix"
"EXHB_2019","Exhibit","D","PIGORS-F01-2019","","impeachment_matrix"
"EXHB_2020","Exhibit","D","PIGORS-F01-2020","","impeachment_matrix"
"EXHB_2021","Exhibit","D","PIGORS-F01-2021","","impeachment_matrix"
"EXHB_2022","Exhibit","D","PIGORS-F01-2022","","impeachment_matrix"
"EXHB_2023","Exhibit","D","PIGORS-F01-2023","","impeachment_matrix"
"EXHB_2024","Exhibit","D","PIGORS-F01-2024","","impeachment_matrix"
"EXHB_2025","Exhibit","D","PIGORS-F01-2025","","impeachment_matrix"
"EXHB_2026","Exhibit","D","PIGORS-F01-2026","","impeachment_matrix"
"EXHB_2027","Exhibit","D","PIGORS-F01-2027","","impeachment_matrix"
"EXHB_2028","Exhibit","D","PIGORS-F01-2028","","impeachment_matrix"
"EXHB_2029","Exhibit","D","PIGORS-F01-2029","","impeachment_matrix"
"EXHB_2030","Exhibit","D","PIGORS-F01-2030","","impeachment_matrix"
"EXHB_2031","Exhibit","D","PIGORS-F01-2031","","impeachment_matrix"
"EXHB_2032","Exhibit","D","PIGORS-F01-2032","","impeachment_matrix"
"EXHB_2033","Exhibit","D","PIGORS-F01-2033","","impeachment_matrix"
"EXHB_2034","Exhibit","D","PIGORS-F01-2034","","impeachment_matrix"
"EXHB_2035","Exhibit","D","PIGORS-F01-2035","","impeachment_matrix"
"EXHB_2036","Exhibit","D","PIGORS-F01-2036","","impeachment_matrix"
"EXHB_2037","Exhibit","E","PIGORS-F01-2037","","evidence_quotes"
"EXHB_2038","Exhibit","E","PIGORS-F01-2038","","evidence_quotes"
"EXHB_2039","Exhibit","E","PIGORS-F01-2039","","evidence_quotes"
"EXHB_2040","Exhibit","E","PIGORS-F01-2040","","evidence_quotes"
"EXHB_2041","Exhibit","E","PIGORS-F01-2041","","evidence_quotes"
"EXHB_2042","Exhibit","E","PIGORS-F01-2042","","evidence_quotes"
"EXHB_2043","Exhibit","E","PIGORS-F01-2043","","evidence_quotes"
"EXHB_2044","Exhibit","E","PIGORS-F01-2044","","evidence_quotes"
"EXHB_2045","Exhibit","E","PIGORS-F01-2045","","evidence_quotes"
"EXHB_2046","Exhibit","E","PIGORS-F01-2046","","evidence_quotes"
"EXHB_2047","Exhibit","E","PIGORS-F01-2047","","evidence_quotes"
"EXHB_2048","Exhibit","E","PIGORS-F01-2048","","evidence_quotes"
"EXHB_2049","Exhibit","E","PIGORS-F01-2049","","evidence_quotes"
"EXHB_2050","Exhibit","E","PIGORS-F01-2050","","evidence_quotes"
"EXHB_2051","Exhibit","E","PIGORS-F01-2051","","evidence_quotes"
"EXHB_2052","Exhibit","E","PIGORS-F01-2052","","evidence_quotes"
"EXHB_2053","Exhibit","E","PIGORS-F01-2053","","evidence_quotes"
"EXHB_2054","Exhibit","E","PIGORS-F01-2054","","evidence_quotes"
"EXHB_2055","Exhibit","E","PIGORS-F01-2055","","evidence_quotes"
"EXHB_2056","Exhibit","E","PIGORS-F01-2056","","evidence_quotes"
"EXHB_2057","Exhibit","E","PIGORS-F01-2057","","evidence_quotes"
"EXHB_2058","Exhibit","E","PIGORS-F01-2058","","evidence_quotes"
"EXHB_2059","Exhibit","E","PIGORS-F01-2059","","evidence_quotes"
"EXHB_2060","Exhibit","E","PIGORS-F01-2060","","evidence_quotes"
"EXHB_2061","Exhibit","E","PIGORS-F01-2061","","evidence_quotes"
"EXHB_2062","Exhibit","E","PIGORS-F01-2062","","evidence_quotes"
"EXHB_2063","Exhibit","E","PIGORS-F01-2063","","evidence_quotes"
"EXHB_2064","Exhibit","E","PIGORS-F01-2064","","evidence_quotes"
"EXHB_2065","Exhibit","E","PIGORS-F01-2065","","evidence_quotes"
"EXHB_2066","Exhibit","E","PIGORS-F01-2066","","evidence_quotes"
"EXHB_2067","Exhibit","E","PIGORS-F01-2067","","evidence_quotes"
"EXHB_2068","Exhibit","E","PIGORS-F01-2068","","evidence_quotes"
"EXHB_2069","Exhibit","E","PIGORS-F01-2069","","evidence_quotes"
"EXHB_2070","Exhibit","E","PIGORS-F01-2070","","evidence_quotes"
"EXHB_2071","Exhibit","E","PIGORS-F01-2071","","evidence_quotes"
"EXHB_2072","Exhibit","E","PIGORS-F01-2072","","evidence_quotes"
"EXHB_2073","Exhibit","E","PIGORS-F01-2073","","evidence_quotes"
"EXHB_2074","Exhibit","E","PIGORS-F01-2074","","evidence_quotes"
"EXHB_2075","Exhibit","E","PIGORS-F01-2075","","evidence_quotes"
"EXHB_2076","Exhibit","E","PIGORS-F01-2076","","evidence_quotes"
"EXHB_2077","Exhibit","E","PIGORS-F01-2077","","evidence_quotes"
"EXHB_2078","Exhibit","E","PIGORS-F01-2078","","evidence_quotes"
"EXHB_2079","Exhibit","E","PIGORS-F01-2079","","evidence_quotes"
"EXHB_2080","Exhibit","E","PIGORS-F01-2080","","evidence_quotes"
"EXHB_2081","Exhibit","E","PIGORS-F01-2081","","evidence_quotes"
"EXHB_2082","Exhibit","E","PIGORS-F01-2082","","evidence_quotes"
"EXHB_2083","Exhibit","E","PIGORS-F01-2083","","evidence_quotes"
"EXHB_2084","Exhibit","E","PIGORS-F01-2084","","evidence_quotes"
"EXHB_2085","Exhibit","E","PIGORS-F01-2085","","evidence_quotes"
"EXHB_2086","Exhibit","E","PIGORS-F01-2086","","evidence_quotes"
"EXHB_2087","Exhibit","E","PIGORS-F01-2087","","evidence_quotes"
"EXHB_2088","Exhibit","E","PIGORS-F01-2088","","evidence_quotes"
"EXHB_2089","Exhibit","E","PIGORS-F01-2089","","evidence_quotes"
"EXHB_2090","Exhibit","E","PIGORS-F01-2090","","evidence_quotes"
"EXHB_2091","Exhibit","E","PIGORS-F01-2091","","evidence_quotes"
"EXHB_2092","Exhibit","E","PIGORS-F01-2092","","evidence_quotes"
"EXHB_2093","Exhibit","E","PIGORS-F01-2093","","evidence_quotes"
"EXHB_2094","Exhibit","E","PIGORS-F01-2094","","evidence_quotes"
"EXHB_2095","Exhibit","E","PIGORS-F01-2095","","evidence_quotes"
"EXHB_2096","Exhibit","E","PIGORS-F01-2096","","evidence_quotes"
"EXHB_2097","Exhibit","E","PIGORS-F01-2097","","evidence_quotes"
"EXHB_2098","Exhibit","E","PIGORS-F01-2098","","evidence_quotes"
"EXHB_2099","Exhibit","E","PIGORS-F01-2099","","evidence_quotes"
"EXHB_2100","Exhibit","E","PIGORS-F01-2100","","evidence_quotes"
"EXHB_2101","Exhibit","E","PIGORS-F01-2101","","evidence_quotes"
"EXHB_2102","Exhibit","E","PIGORS-F01-2102","","evidence_quotes"
"EXHB_2103","Exhibit","E","PIGORS-F01-2103","","evidence_quotes"
"EXHB_2104","Exhibit","E","PIGORS-F01-2104","","evidence_quotes"
"EXHB_2105","Exhibit","E","PIGORS-F01-2105","","evidence_quotes"
"EXHB_2106","Exhibit","E","PIGORS-F01-2106","","evidence_quotes"
"EXHB_2107","Exhibit","E","PIGORS-F01-2107","","evidence_quotes"
"EXHB_2108","Exhibit","E","PIGORS-F01-2108","","evidence_quotes"
"EXHB_2109","Exhibit","E","PIGORS-F01-2109","","evidence_quotes"
"EXHB_2110","Exhibit","E","PIGORS-F01-2110","","evidence_quotes"
"EXHB_2111","Exhibit","E","PIGORS-F01-2111","","evidence_quotes"
"EXHB_2112","Exhibit","E","PIGORS-F01-2112","","evidence_quotes"
"EXHB_2113","Exhibit","E","PIGORS-F01-2113","","evidence_quotes"
"EXHB_2114","Exhibit","E","PIGORS-F01-2114","","evidence_quotes"
"EXHB_2115","Exhibit","E","PIGORS-F01-2115","","evidence_quotes"
"EXHB_2116","Exhibit","E","PIGORS-F01-2116","","evidence_quotes"
"EXHB_2117","Exhibit","E","PIGORS-F01-2117","","evidence_quotes"
"EXHB_2118","Exhibit","E","PIGORS-F01-2118","","evidence_quotes"
"EXHB_2119","Exhibit","E","PIGORS-F01-2119","","evidence_quotes"
"EXHB_2120","Exhibit","E","PIGORS-F01-2120","","evidence_quotes"
"EXHB_2121","Exhibit","F","PIGORS-F01-2121","","citation_audit"
"EXHB_2122","Exhibit","F","PIGORS-F01-2122","","citation_audit"
"EXHB_2123","Exhibit","F","PIGORS-F01-2123","","citation_audit"
"EXHB_2124","Exhibit","F","PIGORS-F01-2124","","citation_audit"
"EXHB_2125","Exhibit","F","PIGORS-F01-2125","","citation_audit"
"EXHB_2126","Exhibit","F","PIGORS-F01-2126","","citation_audit"
"EXHB_2127","Exhibit","F","PIGORS-F01-2127","","citation_audit"
"EXHB_2128","Exhibit","F","PIGORS-F01-2128","","citation_audit"
"EXHB_2129","Exhibit","F","PIGORS-F01-2129","","citation_audit"
"EXHB_2130","Exhibit","F","PIGORS-F01-2130","","citation_audit"
"EXHB_2131","Exhibit","F","PIGORS-F01-2131","","citation_audit"
"EXHB_2132","Exhibit","F","PIGORS-F01-2132","","citation_audit"
"EXHB_2133","Exhibit","F","PIGORS-F01-2133","","citation_audit"
"EXHB_2134","Exhibit","F","PIGORS-F01-2134","","citation_audit"
"EXHB_2135","Exhibit","F","PIGORS-F01-2135","","citation_audit"
"EXHB_2136","Exhibit","F","PIGORS-F01-2136","","citation_audit"
"EXHB_2137","Exhibit","F","PIGORS-F01-2137","","citation_audit"
"EXHB_2138","Exhibit","F","PIGORS-F01-2138","","citation_audit"
"EXHB_2139","Exhibit","F","PIGORS-F01-2139","","citation_audit"
"EXHB_2140","Exhibit","F","PIGORS-F01-2140","","citation_audit"
"EXHB_2141","Exhibit","F","PIGORS-F01-2141","","citation_audit"
"EXHB_2142","Exhibit","F","PIGORS-F01-2142","","citation_audit"
"EXHB_2143","Exhibit","F","PIGORS-F01-2143","","citation_audit"
"EXHB_2144","Exhibit","F","PIGORS-F01-2144","","citation_audit"
"EXHB_2145","Exhibit","F","PIGORS-F01-2145","","citation_audit"
"EXHB_2146","Exhibit","F","PIGORS-F01-2146","","citation_audit"
"EXHB_2147","Exhibit","F","PIGORS-F01-2147","","citation_audit"
"EXHB_2148","Exhibit","F","PIGORS-F01-2148","","citation_audit"
"EXHB_2149","Exhibit","F","PIGORS-F01-2149","","citation_audit"
"EXHB_2150","Exhibit","F","PIGORS-F01-2150","","citation_audit"
"EXHB_2151","Exhibit","F","PIGORS-F01-2151","","citation_audit"
"EXHB_2152","Exhibit","F","PIGORS-F01-2152","","citation_audit"
"EXHB_2153","Exhibit","F","PIGORS-F01-2153","","citation_audit"
"EXHB_2154","Exhibit","F","PIGORS-F01-2154","","citation_audit"
"EXHB_2155","Exhibit","F","PIGORS-F01-2155","","citation_audit"
"EXHB_2156","Exhibit","F","PIGORS-F01-2156","","citation_audit"
"EXHB_2157","Exhibit","F","PIGORS-F01-2157","","citation_audit"
"EXHB_2158","Exhibit","F","PIGORS-F01-2158","","citation_audit"
"EXHB_2159","Exhibit","F","PIGORS-F01-2159","","citation_audit"
"EXHB_2160","Exhibit","F","PIGORS-F01-2160","","citation_audit"
"EXHB_2161","Exhibit","F","PIGORS-F01-2161","","citation_audit"
"EXHB_2162","Exhibit","F","PIGORS-F01-2162","","citation_audit"
"EXHB_2163","Exhibit","F","PIGORS-F01-2163","","citation_audit"
"EXHB_2164","Exhibit","F","PIGORS-F01-2164","","citation_audit"
"EXHB_2165","Exhibit","F","PIGORS-F01-2165","","citation_audit"
"EXHB_2166","Exhibit","F","PIGORS-F01-2166","","citation_audit"
"EXHB_2167","Exhibit","F","PIGORS-F01-2167","","citation_audit"
"EXHB_2168","Exhibit","F","PIGORS-F01-2168","","citation_audit"
"EXHB_2169","Exhibit","F","PIGORS-F01-2169","","citation_audit"
"EXHB_2170","Exhibit","F","PIGORS-F01-2170","","citation_audit"
"EXHB_2171","Exhibit","F","PIGORS-F01-2171","","citation_audit"
"EXHB_2172","Exhibit","F","PIGORS-F01-2172","","citation_audit"
"EXHB_2173","Exhibit","F","PIGORS-F01-2173","","citation_audit"
"EXHB_2174","Exhibit","F","PIGORS-F01-2174","","citation_audit"
"EXHB_2175","Exhibit","F","PIGORS-F01-2175","","citation_audit"
"EXHB_2176","Exhibit","F","PIGORS-F01-2176","","citation_audit"
"EXHB_2177","Exhibit","F","PIGORS-F01-2177","","citation_audit"
"EXHB_2178","Exhibit","F","PIGORS-F01-2178","","citation_audit"
"EXHB_2179","Exhibit","F","PIGORS-F01-2179","","citation_audit"
"EXHB_2180","Exhibit","F","PIGORS-F01-2180","","citation_audit"
"EXHB_2181","Exhibit","F","PIGORS-F01-2181","","citation_audit"
"EXHB_2182","Exhibit","F","PIGORS-F01-2182","","citation_audit"
"EXHB_2183","Exhibit","F","PIGORS-F01-2183","","citation_audit"
"EXHB_2184","Exhibit","F","PIGORS-F01-2184","","citation_audit"
"EXHB_2185","Exhibit","F","PIGORS-F01-2185","","citation_audit"
"EXHB_2186","Exhibit","F","PIGORS-F01-2186","","citation_audit"
"EXHB_2187","Exhibit","F","PIGORS-F01-2187","","citation_audit"
"EXHB_2188","Exhibit","F","PIGORS-F01-2188","","citation_audit"
"EXHB_2189","Exhibit","F","PIGORS-F01-2189","","citation_audit"
"EXHB_2190","Exhibit","F","PIGORS-F01-2190","","citation_audit"
"EXHB_2191","Exhibit","F","PIGORS-F01-2191","","citation_audit"
"EXHB_2192","Exhibit","F","PIGORS-F01-2192","","citation_audit"
"EXHB_2193","Exhibit","F","PIGORS-F01-2193","","citation_audit"
"EXHB_2194","Exhibit","F","PIGORS-F01-2194","","citation_audit"
"EXHB_2195","Exhibit","F","PIGORS-F01-2195","","citation_audit"
"EXHB_2196","Exhibit","F","PIGORS-F01-2196","","citation_audit"
"EXHB_2197","Exhibit","F","PIGORS-F01-2197","","citation_audit"
"EXHB_2198","Exhibit","F","PIGORS-F01-2198","","citation_audit"
"EXHB_2199","Exhibit","F","PIGORS-F01-2199","","citation_audit"
"EXHB_2200","Exhibit","F","PIGORS-F01-2200","","citation_audit"
"EXHB_2201","Exhibit","F","PIGORS-F01-2201","","citation_audit"
"EXHB_2202","Exhibit","F","PIGORS-F01-2202","","citation_audit"
"EXHB_2203","Exhibit","F","PIGORS-F01-2203","","citation_audit"
"EXHB_2204","Exhibit","F","PIGORS-F01-2204","","citation_audit"
"EXHB_2205","Exhibit","F","PIGORS-F01-2205","","citation_audit"
"EXHB_2206","Exhibit","F","PIGORS-F01-2206","","citation_audit"
"EXHB_2207","Exhibit","F","PIGORS-F01-2207","","citation_audit"
"EXHB_2208","Exhibit","F","PIGORS-F01-2208","","citation_audit"
"EXHB_2209","Exhibit","F","PIGORS-F01-2209","","citation_audit"
"EXHB_2210","Exhibit","F","PIGORS-F01-2210","","citation_audit"
"EXHB_2211","Exhibit","F","PIGORS-F01-2211","","citation_audit"
"EXHB_2212","Exhibit","F","PIGORS-F01-2212","","citation_audit"
"EXHB_2213","Exhibit","F","PIGORS-F01-2213","","citation_audit"
"EXHB_2214","Exhibit","F","PIGORS-F01-2214","","citation_audit"
"EXHB_2215","Exhibit","F","PIGORS-F01-2215","","citation_audit"
"EXHB_2216","Exhibit","F","PIGORS-F01-2216","","citation_audit"
"EXHB_2217","Exhibit","F","PIGORS-F01-2217","","citation_audit"
"EXHB_2218","Exhibit","F","PIGORS-F01-2218","","citation_audit"
"EXHB_2219","Exhibit","F","PIGORS-F01-2219","","citation_audit"
"EXHB_2220","Exhibit","F","PIGORS-F01-2220","","citation_audit"
"EXHB_2221","Exhibit","F","PIGORS-F01-2221","","citation_audit"
"EXHB_2222","Exhibit","F","PIGORS-F01-2222","","citation_audit"
"EXHB_2223","Exhibit","F","PIGORS-F01-2223","","citation_audit"
"EXHB_2224","Exhibit","F","PIGORS-F01-2224","","citation_audit"
"EXHB_2225","Exhibit","F","PIGORS-F01-2225","","citation_audit"
"EXHB_2226","Exhibit","F","PIGORS-F01-2226","","citation_audit"
"EXHB_2227","Exhibit","F","PIGORS-F01-2227","","citation_audit"
"EXHB_2228","Exhibit","F","PIGORS-F01-2228","","citation_audit"
"EXHB_2229","Exhibit","F","PIGORS-F01-2229","","citation_audit"
"EXHB_2230","Exhibit","F","PIGORS-F01-2230","","citation_audit"
"EXHB_2231","Exhibit","F","PIGORS-F01-2231","","citation_audit"
"EXHB_2232","Exhibit","F","PIGORS-F01-2232","","citation_audit"
"EXHB_2233","Exhibit","F","PIGORS-F01-2233","","citation_audit"
"EXHB_2234","Exhibit","F","PIGORS-F01-2234","","citation_audit"
"EXHB_2235","Exhibit","F","PIGORS-F01-2235","","citation_audit"
"EXHB_2236","Exhibit","F","PIGORS-F01-2236","","citation_audit"
"EXHB_2237","Exhibit","F","PIGORS-F01-2237","","citation_audit"
"EXHB_2238","Exhibit","F","PIGORS-F01-2238","","citation_audit"
"EXHB_2239","Exhibit","F","PIGORS-F01-2239","","citation_audit"
"EXHB_2240","Exhibit","F","PIGORS-F01-2240","","citation_audit"
"EXHB_2241","Exhibit","F","PIGORS-F01-2241","","citation_audit"
"EXHB_2242","Exhibit","F","PIGORS-F01-2242","","citation_audit"
"EXHB_2243","Exhibit","F","PIGORS-F01-2243","","citation_audit"
"EXHB_2244","Exhibit","F","PIGORS-F01-2244","","citation_audit"
"EXHB_2245","Exhibit","F","PIGORS-F01-2245","","citation_audit"
"EXHB_2246","Exhibit","F","PIGORS-F01-2246","","citation_audit"
"EXHB_2247","Exhibit","F","PIGORS-F01-2247","","citation_audit"
"EXHB_2248","Exhibit","F","PIGORS-F01-2248","","citation_audit"
"EXHB_2249","Exhibit","F","PIGORS-F01-2249","","citation_audit"
"EXHB_2250","Exhibit","F","PIGORS-F01-2250","","citation_audit"
"EXHB_2251","Exhibit","F","PIGORS-F01-2251","","citation_audit"
"EXHB_2252","Exhibit","F","PIGORS-F01-2252","","citation_audit"
"EXHB_2253","Exhibit","F","PIGORS-F01-2253","","citation_audit"
"EXHB_2254","Exhibit","F","PIGORS-F01-2254","","citation_audit"
"EXHB_2255","Exhibit","F","PIGORS-F01-2255","","citation_audit"
"EXHB_2256","Exhibit","F","PIGORS-F01-2256","","citation_audit"
"EXHB_2257","Exhibit","F","PIGORS-F01-2257","","citation_audit"
"EXHB_2258","Exhibit","F","PIGORS-F01-2258","","citation_audit"
"EXHB_2259","Exhibit","F","PIGORS-F01-2259","","citation_audit"
"EXHB_2260","Exhibit","F","PIGORS-F01-2260","","citation_audit"
"EXHB_2261","Exhibit","F","PIGORS-F01-2261","","citation_audit"
"EXHB_2262","Exhibit","F","PIGORS-F01-2262","","citation_audit"
"EXHB_2263","Exhibit","F","PIGORS-F01-2263","","citation_audit"
"EXHB_2264","Exhibit","F","PIGORS-F01-2264","","citation_audit"
"EXHB_2265","Exhibit","F","PIGORS-F01-2265","","citation_audit"
"EXHB_2266","Exhibit","F","PIGORS-F01-2266","","citation_audit"
"EXHB_2267","Exhibit","G","PIGORS-F01-2267","","impeachment_matrix"
"EXHB_2268","Exhibit","G","PIGORS-F01-2268","","impeachment_matrix"
"EXHB_2269","Exhibit","G","PIGORS-F01-2269","","impeachment_matrix"
"EXHB_2270","Exhibit","G","PIGORS-F01-2270","","impeachment_matrix"
"EXHB_2271","Exhibit","G","PIGORS-F01-2271","","impeachment_matrix"
"EXHB_2272","Exhibit","G","PIGORS-F01-2272","","impeachment_matrix"
"EXHB_2273","Exhibit","G","PIGORS-F01-2273","","impeachment_matrix"
"EXHB_2274","Exhibit","G","PIGORS-F01-2274","","impeachment_matrix"
"EXHB_2275","Exhibit","G","PIGORS-F01-2275","","impeachment_matrix"
"EXHB_2276","Exhibit","G","PIGORS-F01-2276","","impeachment_matrix"
"EXHB_2277","Exhibit","G","PIGORS-F01-2277","","impeachment_matrix"
"EXHB_2278","Exhibit","G","PIGORS-F01-2278","","impeachment_matrix"
"EXHB_2279","Exhibit","G","PIGORS-F01-2279","","impeachment_matrix"
"EXHB_2280","Exhibit","G","PIGORS-F01-2280","","impeachment_matrix"
"EXHB_2281","Exhibit","G","PIGORS-F01-2281","","impeachment_matrix"
"EXHB_2282","Exhibit","G","PIGORS-F01-2282","","impeachment_matrix"
"EXHB_2283","Exhibit","G","PIGORS-F01-2283","","impeachment_matrix"
"EXHB_2284","Exhibit","G","PIGORS-F01-2284","","impeachment_matrix"
"EXHB_2285","Exhibit","G","PIGORS-F01-2285","","impeachment_matrix"
"EXHB_2286","Exhibit","G","PIGORS-F01-2286","","impeachment_matrix"
"EXHB_2287","Exhibit","G","PIGORS-F01-2287","","impeachment_matrix"
"EXHB_2288","Exhibit","G","PIGORS-F01-2288","","impeachment_matrix"
"EXHB_2289","Exhibit","G","PIGORS-F01-2289","","impeachment_matrix"
"EXHB_2290","Exhibit","G","PIGORS-F01-2290","","impeachment_matrix"
"EXHB_2291","Exhibit","G","PIGORS-F01-2291","","impeachment_matrix"
"EXHB_2292","Exhibit","G","PIGORS-F01-2292","","impeachment_matrix"
"EXHB_2293","Exhibit","G","PIGORS-F01-2293","","impeachment_matrix"
"EXHB_2294","Exhibit","G","PIGORS-F01-2294","","impeachment_matrix"
"EXHB_2295","Exhibit","G","PIGORS-F01-2295","","impeachment_matrix"
"EXHB_2296","Exhibit","G","PIGORS-F01-2296","","impeachment_matrix"
"EXHB_2297","Exhibit","G","PIGORS-F01-2297","","impeachment_matrix"
"EXHB_2298","Exhibit","G","PIGORS-F01-2298","","impeachment_matrix"
"EXHB_2299","Exhibit","G","PIGORS-F01-2299","","impeachment_matrix"
"EXHB_2300","Exhibit","G","PIGORS-F01-2300","","impeachment_matrix"
"EXHB_2301","Exhibit","G","PIGORS-F01-2301","","impeachment_matrix"
"EXHB_2302","Exhibit","G","PIGORS-F01-2302","","impeachment_matrix"
"EXHB_2303","Exhibit","G","PIGORS-F01-2303","","impeachment_matrix"
"EXHB_2304","Exhibit","G","PIGORS-F01-2304","","impeachment_matrix"
"EXHB_2305","Exhibit","G","PIGORS-F01-2305","","impeachment_matrix"
"EXHB_2306","Exhibit","G","PIGORS-F01-2306","","impeachment_matrix"
"EXHB_2307","Exhibit","G","PIGORS-F01-2307","","impeachment_matrix"
"EXHB_2308","Exhibit","G","PIGORS-F01-2308","","impeachment_matrix"
"EXHB_2309","Exhibit","G","PIGORS-F01-2309","","impeachment_matrix"
"EXHB_2310","Exhibit","G","PIGORS-F01-2310","","impeachment_matrix"
"EXHB_2311","Exhibit","G","PIGORS-F01-2311","","impeachment_matrix"
"EXHB_2312","Exhibit","G","PIGORS-F01-2312","","impeachment_matrix"
"EXHB_2313","Exhibit","G","PIGORS-F01-2313","","impeachment_matrix"
"EXHB_2314","Exhibit","G","PIGORS-F01-2314","","impeachment_matrix"
"EXHB_2315","Exhibit","G","PIGORS-F01-2315","","impeachment_matrix"
"EXHB_2316","Exhibit","G","PIGORS-F01-2316","","impeachment_matrix"
"EXHB_2317","Exhibit","G","PIGORS-F01-2317","","impeachment_matrix"
"EXHB_2318","Exhibit","G","PIGORS-F01-2318","","impeachment_matrix"
"EXHB_2319","Exhibit","G","PIGORS-F01-2319","","impeachment_matrix"
"EXHB_2320","Exhibit","G","PIGORS-F01-2320","","impeachment_matrix"
"EXHB_2321","Exhibit","G","PIGORS-F01-2321","","impeachment_matrix"
"EXHB_2322","Exhibit","G","PIGORS-F01-2322","","impeachment_matrix"
"EXHB_2323","Exhibit","G","PIGORS-F01-2323","","impeachment_matrix"
"EXHB_2324","Exhibit","G","PIGORS-F01-2324","","impeachment_matrix"
"EXHB_2325","Exhibit","G","PIGORS-F01-2325","","impeachment_matrix"
"EXHB_2326","Exhibit","G","PIGORS-F01-2326","","impeachment_matrix"
"EXHB_2327","Exhibit","G","PIGORS-F01-2327","","impeachment_matrix"
"EXHB_2328","Exhibit","G","PIGORS-F01-2328","","impeachment_matrix"
"EXHB_2329","Exhibit","G","PIGORS-F01-2329","","impeachment_matrix"
"EXHB_2330","Exhibit","G","PIGORS-F01-2330","","impeachment_matrix"
"EXHB_2331","Exhibit","G","PIGORS-F01-2331","","impeachment_matrix"
"EXHB_2332","Exhibit","G","PIGORS-F01-2332","","impeachment_matrix"
"EXHB_2333","Exhibit","G","PIGORS-F01-2333","","impeachment_matrix"
"EXHB_2334","Exhibit","G","PIGORS-F01-2334","","impeachment_matrix"
"EXHB_2335","Exhibit","G","PIGORS-F01-2335","","impeachment_matrix"
"EXHB_2336","Exhibit","G","PIGORS-F01-2336","","impeachment_matrix"
"EXHB_2337","Exhibit","G","PIGORS-F01-2337","","impeachment_matrix"
"EXHB_2338","Exhibit","G","PIGORS-F01-2338","","impeachment_matrix"
"EXHB_2339","Exhibit","G","PIGORS-F01-2339","","impeachment_matrix"
"EXHB_2340","Exhibit","G","PIGORS-F01-2340","","impeachment_matrix"
"EXHB_2341","Exhibit","G","PIGORS-F01-2341","","impeachment_matrix"
"EXHB_2342","Exhibit","G","PIGORS-F01-2342","","impeachment_matrix"
"EXHB_2343","Exhibit","G","PIGORS-F01-2343","","impeachment_matrix"
"EXHB_2344","Exhibit","G","PIGORS-F01-2344","","impeachment_matrix"
"EXHB_2345","Exhibit","G","PIGORS-F01-2345","","impeachment_matrix"
"EXHB_2346","Exhibit","G","PIGORS-F01-2346","","impeachment_matrix"
"EXHB_2347","Exhibit","G","PIGORS-F01-2347","","impeachment_matrix"
"EXHB_2348","Exhibit","G","PIGORS-F01-2348","","impeachment_matrix"
"EXHB_2349","Exhibit","G","PIGORS-F01-2349","","impeachment_matrix"
"EXHB_2350","Exhibit","G","PIGORS-F01-2350","","impeachment_matrix"
"EXHB_2351","Exhibit","G","PIGORS-F01-2351","","impeachment_matrix"
"EXHB_2352","Exhibit","G","PIGORS-F01-2352","","impeachment_matrix"
"EXHB_2353","Exhibit","G","PIGORS-F01-2353","","impeachment_matrix"
"EXHB_2354","Exhibit","G","PIGORS-F01-2354","","impeachment_matrix"
"EXHB_2355","Exhibit","G","PIGORS-F01-2355","","impeachment_matrix"
"EXHB_2356","Exhibit","G","PIGORS-F01-2356","","impeachment_matrix"
"EXHB_2357","Exhibit","G","PIGORS-F01-2357","","impeachment_matrix"
"EXHB_2358","Exhibit","G","PIGORS-F01-2358","","impeachment_matrix"
"EXHB_2359","Exhibit","G","PIGORS-F01-2359","","impeachment_matrix"
"EXHB_2360","Exhibit","G","PIGORS-F01-2360","","impeachment_matrix"
"EXHB_2361","Exhibit","G","PIGORS-F01-2361","","impeachment_matrix"
"EXHB_2362","Exhibit","G","PIGORS-F01-2362","","impeachment_matrix"
"EXHB_2363","Exhibit","G","PIGORS-F01-2363","","impeachment_matrix"
"EXHB_2364","Exhibit","G","PIGORS-F01-2364","","impeachment_matrix"
"EXHB_2365","Exhibit","G","PIGORS-F01-2365","","impeachment_matrix"
"EXHB_2366","Exhibit","G","PIGORS-F01-2366","","impeachment_matrix"
"EXHB_2367","Exhibit","G","PIGORS-F01-2367","","impeachment_matrix"
"EXHB_2368","Exhibit","G","PIGORS-F01-2368","","impeachment_matrix"
"EXHB_2369","Exhibit","G","PIGORS-F01-2369","","impeachment_matrix"
"EXHB_2370","Exhibit","G","PIGORS-F01-2370","","impeachment_matrix"
"EXHB_2371","Exhibit","G","PIGORS-F01-2371","","impeachment_matrix"
