":ID",":LABEL","factor","favors_party","lane","relevance_score"
"BIF_50253","BestInterestFactor","l","andrew","","9.0"
"BIF_50256","BestInterestFactor","l","andrew","","9.0"
"BIF_50257","BestInterestFactor","l","andrew","","9.0"
"BIF_50258","BestInterestFactor","l","andrew","","9.0"
"BIF_50259","BestInterestFactor","l","andrew","","9.0"
"BIF_50260","BestInterestFactor","l","andrew","","9.0"
"BIF_50261","BestInterestFactor","l","andrew","","9.0"
"BIF_50262","BestInterestFactor","l","andrew","","9.0"
"BIF_50263","BestInterestFactor","l","andrew","","9.0"
"BIF_50264","BestInterestFactor","l","andrew","","9.0"
"BIF_50265","BestInterestFactor","l","andrew","","9.0"
"BIF_50266","BestInterestFactor","l","andrew","","9.0"
"BIF_50267","BestInterestFactor","l","andrew","","9.0"
"BIF_50268","BestInterestFactor","l","andrew","","9.0"
"BIF_50269","BestInterestFactor","l","andrew","","9.0"
"BIF_50270","BestInterestFactor","l","andrew","","9.0"
"BIF_50271","BestInterestFactor","l","andrew","","9.0"
"BIF_50272","BestInterestFactor","l","andrew","","9.0"
"BIF_50273","BestInterestFactor","l","andrew","","9.0"
"BIF_50274","BestInterestFactor","l","andrew","","9.0"
"BIF_50275","BestInterestFactor","l","andrew","","9.0"
"BIF_50276","BestInterestFactor","l","andrew","","9.0"
"BIF_50277","BestInterestFactor","l","andrew","","9.0"
"BIF_50278","BestInterestFactor","l","andrew","","9.0"
"BIF_50279","BestInterestFactor","l","andrew","","9.0"
"BIF_50280","BestInterestFactor","l","andrew","","9.0"
"BIF_50281","BestInterestFactor","l","andrew","","9.0"
"BIF_50282","BestInterestFactor","l","andrew","","9.0"
"BIF_50283","BestInterestFactor","l","andrew","","9.0"
"BIF_50284","BestInterestFactor","l","andrew","","9.0"
"BIF_50285","BestInterestFactor","l","andrew","","9.0"
"BIF_50286","BestInterestFactor","l","andrew","","9.0"
"BIF_50290","BestInterestFactor","l","andrew","","9.0"
"BIF_50292","BestInterestFactor","l","andrew","","9.0"
"BIF_50293","BestInterestFactor","l","andrew","","9.0"
"BIF_50294","BestInterestFactor","l","andrew","","9.0"
"BIF_50295","BestInterestFactor","l","andrew","","9.0"
"BIF_50296","BestInterestFactor","l","andrew","","9.0"
"BIF_50297","BestInterestFactor","l","andrew","","9.0"
"BIF_50298","BestInterestFactor","l","andrew","","9.0"
"BIF_50299","BestInterestFactor","l","andrew","","9.0"
"BIF_50300","BestInterestFactor","l","andrew","","9.0"
"BIF_50301","BestInterestFactor","l","andrew","","9.0"
"BIF_50302","BestInterestFactor","l","andrew","","9.0"
"BIF_50303","BestInterestFactor","l","andrew","","9.0"
"BIF_50304","BestInterestFactor","l","andrew","","9.0"
"BIF_50305","BestInterestFactor","l","andrew","","9.0"
"BIF_50306","BestInterestFactor","l","andrew","","9.0"
"BIF_50307","BestInterestFactor","l","andrew","","9.0"
"BIF_50308","BestInterestFactor","l","andrew","","9.0"
"BIF_50309","BestInterestFactor","l","andrew","","9.0"
"BIF_50310","BestInterestFactor","l","andrew","","9.0"
"BIF_50311","BestInterestFactor","l","andrew","","9.0"
"BIF_50312","BestInterestFactor","l","andrew","","9.0"
"BIF_50313","BestInterestFactor","l","andrew","","9.0"
"BIF_50314","BestInterestFactor","l","andrew","","9.0"
"BIF_50315","BestInterestFactor","l","andrew","","9.0"
"BIF_50316","BestInterestFactor","l","andrew","","9.0"
"BIF_50317","BestInterestFactor","l","andrew","","9.0"
"BIF_50318","BestInterestFactor","l","andrew","","9.0"
"BIF_50319","BestInterestFactor","l","andrew","","9.0"
"BIF_50320","BestInterestFactor","l","andrew","","9.0"
"BIF_50321","BestInterestFactor","l","andrew","","9.0"
"BIF_50322","BestInterestFactor","l","andrew","","9.0"
"BIF_50323","BestInterestFactor","l","andrew","","9.0"
"BIF_50324","BestInterestFactor","l","andrew","","9.0"
"BIF_50325","BestInterestFactor","l","andrew","","9.0"
"BIF_50326","BestInterestFactor","l","andrew","","9.0"
"BIF_50327","BestInterestFactor","l","andrew","","9.0"
"BIF_50328","BestInterestFactor","l","andrew","","9.0"
"BIF_50329","BestInterestFactor","l","andrew","","9.0"
"BIF_50330","BestInterestFactor","l","andrew","","9.0"
"BIF_50331","BestInterestFactor","l","andrew","","9.0"
"BIF_50332","BestInterestFactor","l","andrew","","9.0"
"BIF_50333","BestInterestFactor","l","andrew","","9.0"
"BIF_50334","BestInterestFactor","l","andrew","","9.0"
"BIF_50335","BestInterestFactor","l","andrew","","9.0"
"BIF_50336","BestInterestFactor","l","andrew","","9.0"
"BIF_50337","BestInterestFactor","l","andrew","","9.0"
"BIF_50338","BestInterestFactor","l","andrew","","9.0"
"BIF_50339","BestInterestFactor","l","andrew","","9.0"
"BIF_50340","BestInterestFactor","l","andrew","","9.0"
"BIF_50341","BestInterestFactor","l","andrew","","9.0"
"BIF_50342","BestInterestFactor","l","andrew","","9.0"
"BIF_50343","BestInterestFactor","l","andrew","","9.0"
"BIF_50344","BestInterestFactor","l","andrew","","9.0"
"BIF_50345","BestInterestFactor","l","andrew","","9.0"
"BIF_50346","BestInterestFactor","l","andrew","","9.0"
"BIF_50347","BestInterestFactor","l","andrew","","9.0"
"BIF_50348","BestInterestFactor","l","andrew","","9.0"
"BIF_50349","BestInterestFactor","l","andrew","","9.0"
"BIF_50350","BestInterestFactor","l","andrew","","9.0"
"BIF_50351","BestInterestFactor","l","andrew","","9.0"
"BIF_50352","BestInterestFactor","l","andrew","","9.0"
"BIF_50353","BestInterestFactor","l","andrew","","9.0"
"BIF_50354","BestInterestFactor","l","andrew","","9.0"
"BIF_50355","BestInterestFactor","l","andrew","","9.0"
"BIF_50356","BestInterestFactor","l","andrew","","9.0"
"BIF_50357","BestInterestFactor","l","andrew","","9.0"
"BIF_50358","BestInterestFactor","l","andrew","","9.0"
"BIF_50359","BestInterestFactor","l","andrew","","9.0"
"BIF_50360","BestInterestFactor","l","andrew","","9.0"
"BIF_50361","BestInterestFactor","l","andrew","","9.0"
"BIF_50362","BestInterestFactor","l","andrew","","9.0"
"BIF_50363","BestInterestFactor","l","andrew","","9.0"
"BIF_50364","BestInterestFactor","l","andrew","","9.0"
"BIF_50365","BestInterestFactor","l","andrew","","9.0"
"BIF_50366","BestInterestFactor","l","andrew","","9.0"
"BIF_50367","BestInterestFactor","l","andrew","","9.0"
"BIF_50368","BestInterestFactor","l","andrew","","9.0"
"BIF_50369","BestInterestFactor","l","andrew","","9.0"
"BIF_50370","BestInterestFactor","l","andrew","","9.0"
"BIF_50371","BestInterestFactor","l","andrew","","9.0"
"BIF_50372","BestInterestFactor","l","andrew","","9.0"
"BIF_50373","BestInterestFactor","l","andrew","","9.0"
"BIF_50374","BestInterestFactor","l","andrew","","9.0"
"BIF_50375","BestInterestFactor","l","andrew","","9.0"
"BIF_50376","BestInterestFactor","l","andrew","","9.0"
"BIF_50377","BestInterestFactor","l","andrew","","9.0"
"BIF_50378","BestInterestFactor","l","andrew","","9.0"
"BIF_50379","BestInterestFactor","l","andrew","","9.0"
"BIF_50380","BestInterestFactor","l","andrew","","9.0"
"BIF_50381","BestInterestFactor","l","andrew","","9.0"
"BIF_50382","BestInterestFactor","l","andrew","","9.0"
"BIF_50383","BestInterestFactor","l","andrew","","9.0"
"BIF_50384","BestInterestFactor","l","andrew","","9.0"
"BIF_50385","BestInterestFactor","l","andrew","","9.0"
"BIF_50386","BestInterestFactor","l","andrew","","9.0"
"BIF_50387","BestInterestFactor","l","andrew","","9.0"
"BIF_50388","BestInterestFactor","l","andrew","","9.0"
"BIF_50389","BestInterestFactor","l","andrew","","9.0"
"BIF_50392","BestInterestFactor","l","andrew","","9.0"
"BIF_50395","BestInterestFactor","l","andrew","","9.0"
"BIF_50398","BestInterestFactor","l","andrew","","9.0"
"BIF_50399","BestInterestFactor","l","andrew","","9.0"
"BIF_50400","BestInterestFactor","l","andrew","","9.0"
"BIF_50401","BestInterestFactor","l","andrew","","9.0"
"BIF_50418","BestInterestFactor","l","andrew","","9.0"
"BIF_50419","BestInterestFactor","l","andrew","","9.0"
"BIF_50421","BestInterestFactor","l","andrew","","9.0"
"BIF_50423","BestInterestFactor","l","andrew","","9.0"
"BIF_50424","BestInterestFactor","l","andrew","","9.0"
"BIF_50438","BestInterestFactor","l","andrew","","9.0"
"BIF_50439","BestInterestFactor","l","andrew","","9.0"
"BIF_50440","BestInterestFactor","l","andrew","","9.0"
"BIF_50441","BestInterestFactor","l","andrew","","9.0"
"BIF_50442","BestInterestFactor","l","andrew","","9.0"
"BIF_50443","BestInterestFactor","l","andrew","","9.0"
"BIF_50444","BestInterestFactor","l","andrew","","9.0"
"BIF_50445","BestInterestFactor","l","andrew","","9.0"
"BIF_50446","BestInterestFactor","l","andrew","","9.0"
"BIF_50447","BestInterestFactor","l","andrew","","9.0"
"BIF_50448","BestInterestFactor","l","andrew","","9.0"
"BIF_50449","BestInterestFactor","l","andrew","","9.0"
"BIF_50450","BestInterestFactor","l","andrew","","9.0"
"BIF_50452","BestInterestFactor","l","andrew","","9.0"
"BIF_50453","BestInterestFactor","l","andrew","","9.0"
"BIF_50454","BestInterestFactor","l","andrew","","9.0"
"BIF_50455","BestInterestFactor","l","andrew","","9.0"
"BIF_50456","BestInterestFactor","l","andrew","","9.0"
"BIF_50457","BestInterestFactor","l","andrew","","9.0"
"BIF_50458","BestInterestFactor","l","andrew","","9.0"
"BIF_50459","BestInterestFactor","l","andrew","","9.0"
"BIF_50460","BestInterestFactor","l","andrew","","9.0"
"BIF_50461","BestInterestFactor","l","andrew","","9.0"
"BIF_50462","BestInterestFactor","l","andrew","","9.0"
"BIF_50463","BestInterestFactor","l","andrew","","9.0"
"BIF_50464","BestInterestFactor","l","andrew","","9.0"
"BIF_50465","BestInterestFactor","l","andrew","","9.0"
"BIF_50467","BestInterestFactor","l","andrew","","9.0"
"BIF_50469","BestInterestFactor","l","andrew","","9.0"
"BIF_50470","BestInterestFactor","l","andrew","","9.0"
"BIF_50472","BestInterestFactor","l","andrew","","9.0"
"BIF_50474","BestInterestFactor","l","andrew","","9.0"
"BIF_50475","BestInterestFactor","l","andrew","","9.0"
"BIF_50477","BestInterestFactor","l","andrew","","9.0"
"BIF_50479","BestInterestFactor","l","andrew","","9.0"
"BIF_50480","BestInterestFactor","l","andrew","","9.0"
"BIF_50482","BestInterestFactor","l","andrew","","9.0"
"BIF_50484","BestInterestFactor","l","andrew","","9.0"
"BIF_50485","BestInterestFactor","l","andrew","","9.0"
"BIF_50487","BestInterestFactor","l","andrew","","9.0"
"BIF_50489","BestInterestFactor","l","andrew","","9.0"
"BIF_50490","BestInterestFactor","l","andrew","","9.0"
"BIF_50492","BestInterestFactor","l","andrew","","9.0"
"BIF_50494","BestInterestFactor","l","andrew","","9.0"
"BIF_50495","BestInterestFactor","l","andrew","","9.0"
"BIF_50498","BestInterestFactor","l","andrew","","9.0"
"BIF_50500","BestInterestFactor","l","andrew","","9.0"
"BIF_50501","BestInterestFactor","l","andrew","","9.0"
"BIF_50503","BestInterestFactor","l","andrew","","9.0"
"BIF_50505","BestInterestFactor","l","andrew","","9.0"
"BIF_50507","BestInterestFactor","l","andrew","","9.0"
"BIF_50509","BestInterestFactor","l","andrew","","9.0"
"BIF_50511","BestInterestFactor","l","andrew","","9.0"
"BIF_50513","BestInterestFactor","l","andrew","","9.0"
"BIF_50514","BestInterestFactor","l","andrew","","9.0"
"BIF_50515","BestInterestFactor","l","andrew","","9.0"
"BIF_50516","BestInterestFactor","l","andrew","","9.0"
"BIF_50517","BestInterestFactor","l","andrew","","9.0"
"BIF_50518","BestInterestFactor","l","andrew","","9.0"
"BIF_50519","BestInterestFactor","l","andrew","","9.0"
"BIF_50520","BestInterestFactor","l","andrew","","9.0"
"BIF_50521","BestInterestFactor","l","andrew","","9.0"
"BIF_50522","BestInterestFactor","l","andrew","","9.0"
"BIF_50523","BestInterestFactor","l","andrew","","9.0"
"BIF_50524","BestInterestFactor","l","andrew","","9.0"
"BIF_50525","BestInterestFactor","l","andrew","","9.0"
"BIF_50526","BestInterestFactor","l","andrew","","9.0"
"BIF_50527","BestInterestFactor","l","andrew","","9.0"
"BIF_50528","BestInterestFactor","l","andrew","","9.0"
"BIF_50529","BestInterestFactor","l","andrew","","9.0"
"BIF_50530","BestInterestFactor","l","andrew","","9.0"
"BIF_50531","BestInterestFactor","l","andrew","","9.0"
"BIF_50532","BestInterestFactor","l","andrew","","9.0"
"BIF_50538","BestInterestFactor","l","andrew","","9.0"
"BIF_50543","BestInterestFactor","l","andrew","","9.0"
"BIF_50548","BestInterestFactor","l","andrew","","9.0"
"BIF_50553","BestInterestFactor","l","andrew","","9.0"
"BIF_50557","BestInterestFactor","l","andrew","","9.0"
"BIF_50558","BestInterestFactor","l","andrew","","9.0"
"BIF_50559","BestInterestFactor","l","andrew","","9.0"
"BIF_50562","BestInterestFactor","l","andrew","","9.0"
"BIF_50563","BestInterestFactor","l","andrew","","9.0"
"BIF_50564","BestInterestFactor","l","andrew","","9.0"
"BIF_50567","BestInterestFactor","l","andrew","","9.0"
"BIF_50568","BestInterestFactor","l","andrew","","9.0"
"BIF_50569","BestInterestFactor","l","andrew","","9.0"
"BIF_50572","BestInterestFactor","l","andrew","","9.0"
"BIF_50573","BestInterestFactor","l","andrew","","9.0"
"BIF_50574","BestInterestFactor","l","andrew","","9.0"
"BIF_50576","BestInterestFactor","l","andrew","","9.0"
"BIF_50577","BestInterestFactor","l","andrew","","9.0"
"BIF_50578","BestInterestFactor","l","andrew","","9.0"
"BIF_50579","BestInterestFactor","l","andrew","","9.0"
"BIF_50580","BestInterestFactor","l","andrew","","9.0"
"BIF_50581","BestInterestFactor","l","andrew","","9.0"
"BIF_50582","BestInterestFactor","l","andrew","","9.0"
"BIF_50583","BestInterestFactor","l","andrew","","9.0"
"BIF_50584","BestInterestFactor","l","andrew","","9.0"
"BIF_50585","BestInterestFactor","l","andrew","","9.0"
"BIF_50586","BestInterestFactor","l","andrew","","9.0"
"BIF_50587","BestInterestFactor","l","andrew","","9.0"
"BIF_50588","BestInterestFactor","l","andrew","","9.0"
"BIF_50595","BestInterestFactor","l","andrew","","9.0"
"BIF_50602","BestInterestFactor","l","andrew","","9.0"
"BIF_50609","BestInterestFactor","l","andrew","","9.0"
"BIF_50616","BestInterestFactor","l","andrew","","9.0"
"BIF_50618","BestInterestFactor","l","andrew","","9.0"
"BIF_50632","BestInterestFactor","l","andrew","","9.0"
"BIF_50634","BestInterestFactor","l","andrew","","9.0"
"BIF_50635","BestInterestFactor","l","andrew","","9.0"
"BIF_50636","BestInterestFactor","l","andrew","","9.0"
"BIF_50638","BestInterestFactor","l","andrew","","9.0"
"BIF_50639","BestInterestFactor","l","andrew","","9.0"
"BIF_50640","BestInterestFactor","l","andrew","","9.0"
"BIF_50642","BestInterestFactor","l","andrew","","9.0"
"BIF_50643","BestInterestFactor","l","andrew","","9.0"
"BIF_50644","BestInterestFactor","l","andrew","","9.0"
"BIF_50646","BestInterestFactor","l","andrew","","9.0"
"BIF_50647","BestInterestFactor","l","andrew","","9.0"
"BIF_50648","BestInterestFactor","l","andrew","","9.0"
"BIF_50650","BestInterestFactor","l","andrew","","9.0"
"BIF_50651","BestInterestFactor","l","andrew","","9.0"
"BIF_50652","BestInterestFactor","l","andrew","","9.0"
"BIF_50654","BestInterestFactor","l","andrew","","9.0"
"BIF_50655","BestInterestFactor","l","andrew","","9.0"
"BIF_50656","BestInterestFactor","l","andrew","","9.0"
"BIF_50658","BestInterestFactor","l","andrew","","9.0"
"BIF_50659","BestInterestFactor","l","andrew","","9.0"
"BIF_50660","BestInterestFactor","l","andrew","","9.0"
"BIF_50662","BestInterestFactor","l","andrew","","9.0"
"BIF_50663","BestInterestFactor","l","andrew","","9.0"
"BIF_50664","BestInterestFactor","l","andrew","","9.0"
"BIF_50665","BestInterestFactor","l","andrew","","9.0"
"BIF_50666","BestInterestFactor","l","andrew","","9.0"
"BIF_50667","BestInterestFactor","l","andrew","","9.0"
"BIF_50668","BestInterestFactor","l","andrew","","9.0"
"BIF_50670","BestInterestFactor","l","andrew","","9.0"
"BIF_50671","BestInterestFactor","l","andrew","","9.0"
"BIF_50672","BestInterestFactor","l","andrew","","9.0"
"BIF_50673","BestInterestFactor","l","andrew","","9.0"
"BIF_50674","BestInterestFactor","l","andrew","","9.0"
"BIF_50676","BestInterestFactor","l","andrew","","9.0"
"BIF_50677","BestInterestFactor","l","andrew","","9.0"
"BIF_50678","BestInterestFactor","l","andrew","","9.0"
"BIF_50679","BestInterestFactor","l","andrew","","9.0"
"BIF_50680","BestInterestFactor","l","andrew","","9.0"
"BIF_50682","BestInterestFactor","l","andrew","","9.0"
"BIF_50683","BestInterestFactor","l","andrew","","9.0"
"BIF_50684","BestInterestFactor","l","andrew","","9.0"
"BIF_50685","BestInterestFactor","l","andrew","","9.0"
"BIF_50686","BestInterestFactor","l","andrew","","9.0"
"BIF_50688","BestInterestFactor","l","andrew","","9.0"
"BIF_50689","BestInterestFactor","l","andrew","","9.0"
"BIF_50694","BestInterestFactor","l","andrew","","9.0"
"BIF_50695","BestInterestFactor","l","andrew","","9.0"
"BIF_50700","BestInterestFactor","l","andrew","","9.0"
"BIF_50701","BestInterestFactor","l","andrew","","9.0"
"BIF_50706","BestInterestFactor","l","andrew","","9.0"
"BIF_50707","BestInterestFactor","l","andrew","","9.0"
"BIF_50712","BestInterestFactor","l","andrew","","9.0"
"BIF_50714","BestInterestFactor","l","andrew","","9.0"
"BIF_50715","BestInterestFactor","l","andrew","","9.0"
"BIF_50716","BestInterestFactor","l","andrew","","9.0"
"BIF_50717","BestInterestFactor","l","andrew","","9.0"
"BIF_50718","BestInterestFactor","l","andrew","","9.0"
"BIF_50720","BestInterestFactor","l","andrew","","9.0"
"BIF_50721","BestInterestFactor","l","andrew","","9.0"
"BIF_50722","BestInterestFactor","l","andrew","","9.0"
"BIF_50723","BestInterestFactor","l","andrew","","9.0"
"BIF_50724","BestInterestFactor","l","andrew","","9.0"
"BIF_50726","BestInterestFactor","l","andrew","","9.0"
"BIF_50727","BestInterestFactor","l","andrew","","9.0"
"BIF_50728","BestInterestFactor","l","andrew","","9.0"
"BIF_50729","BestInterestFactor","l","andrew","","9.0"
"BIF_50730","BestInterestFactor","l","andrew","","9.0"
"BIF_50732","BestInterestFactor","l","andrew","","9.0"
"BIF_50733","BestInterestFactor","l","andrew","","9.0"
"BIF_50734","BestInterestFactor","l","andrew","","9.0"
"BIF_50735","BestInterestFactor","l","andrew","","9.0"
"BIF_50736","BestInterestFactor","l","andrew","","9.0"
"BIF_50737","BestInterestFactor","l","andrew","","9.0"
"BIF_50738","BestInterestFactor","l","andrew","","9.0"
"BIF_50739","BestInterestFactor","l","andrew","","9.0"
"BIF_50740","BestInterestFactor","l","andrew","","9.0"
"BIF_50741","BestInterestFactor","l","andrew","","9.0"
"BIF_50742","BestInterestFactor","l","andrew","","9.0"
"BIF_50743","BestInterestFactor","l","andrew","","9.0"
"BIF_50744","BestInterestFactor","l","andrew","","9.0"
"BIF_50745","BestInterestFactor","l","andrew","","9.0"
"BIF_50746","BestInterestFactor","l","andrew","","9.0"
"BIF_50747","BestInterestFactor","l","andrew","","9.0"
"BIF_50748","BestInterestFactor","l","andrew","","9.0"
"BIF_50749","BestInterestFactor","l","andrew","","9.0"
"BIF_50750","BestInterestFactor","l","andrew","","9.0"
"BIF_50751","BestInterestFactor","l","andrew","","9.0"
"BIF_50752","BestInterestFactor","l","andrew","","9.0"
"BIF_50753","BestInterestFactor","l","andrew","","9.0"
"BIF_50754","BestInterestFactor","l","andrew","","9.0"
"BIF_50755","BestInterestFactor","l","andrew","","9.0"
"BIF_50756","BestInterestFactor","l","andrew","","9.0"
"BIF_50757","BestInterestFactor","l","andrew","","9.0"
"BIF_50758","BestInterestFactor","l","andrew","","9.0"
"BIF_50759","BestInterestFactor","l","andrew","","9.0"
"BIF_50760","BestInterestFactor","l","andrew","","9.0"
"BIF_50761","BestInterestFactor","l","andrew","","9.0"
"BIF_50762","BestInterestFactor","l","andrew","","9.0"
"BIF_50763","BestInterestFactor","l","andrew","","9.0"
"BIF_50764","BestInterestFactor","l","andrew","","9.0"
"BIF_50765","BestInterestFactor","l","andrew","","9.0"
"BIF_50766","BestInterestFactor","l","andrew","","9.0"
"BIF_50767","BestInterestFactor","l","andrew","","9.0"
"BIF_50769","BestInterestFactor","l","andrew","","9.0"
"BIF_50770","BestInterestFactor","l","andrew","","9.0"
"BIF_50771","BestInterestFactor","l","andrew","","9.0"
"BIF_50772","BestInterestFactor","l","andrew","","9.0"
"BIF_50773","BestInterestFactor","l","andrew","","9.0"
"BIF_50774","BestInterestFactor","l","andrew","","9.0"
"BIF_50775","BestInterestFactor","l","andrew","","9.0"
"BIF_50776","BestInterestFactor","l","andrew","","9.0"
"BIF_50777","BestInterestFactor","l","andrew","","9.0"
"BIF_50778","BestInterestFactor","l","andrew","","9.0"
"BIF_50779","BestInterestFactor","l","andrew","","9.0"
"BIF_50780","BestInterestFactor","l","andrew","","9.0"
"BIF_50781","BestInterestFactor","l","andrew","","9.0"
"BIF_50782","BestInterestFactor","l","andrew","","9.0"
"BIF_50783","BestInterestFactor","l","andrew","","9.0"
"BIF_50784","BestInterestFactor","l","andrew","","9.0"
"BIF_50785","BestInterestFactor","l","andrew","","9.0"
"BIF_50786","BestInterestFactor","l","andrew","","9.0"
"BIF_50787","BestInterestFactor","l","andrew","","9.0"
"BIF_50788","BestInterestFactor","l","andrew","","9.0"
"BIF_50789","BestInterestFactor","l","andrew","","9.0"
"BIF_50790","BestInterestFactor","l","andrew","","9.0"
"BIF_50791","BestInterestFactor","l","andrew","","9.0"
"BIF_50792","BestInterestFactor","l","andrew","","9.0"
"BIF_50793","BestInterestFactor","l","andrew","","9.0"
"BIF_50794","BestInterestFactor","l","andrew","","9.0"
"BIF_50796","BestInterestFactor","l","andrew","","9.0"
"BIF_50797","BestInterestFactor","l","andrew","","9.0"
"BIF_50800","BestInterestFactor","l","andrew","","9.0"
"BIF_50802","BestInterestFactor","l","andrew","","9.0"
"BIF_50803","BestInterestFactor","l","andrew","","9.0"
"BIF_50806","BestInterestFactor","l","andrew","","9.0"
"BIF_50808","BestInterestFactor","l","andrew","","9.0"
"BIF_50809","BestInterestFactor","l","andrew","","9.0"
"BIF_50812","BestInterestFactor","l","andrew","","9.0"
"BIF_50814","BestInterestFactor","l","andrew","","9.0"
"BIF_50815","BestInterestFactor","l","andrew","","9.0"
"BIF_50818","BestInterestFactor","l","andrew","","9.0"
"BIF_50819","BestInterestFactor","l","andrew","","9.0"
"BIF_50820","BestInterestFactor","l","andrew","","9.0"
"BIF_50821","BestInterestFactor","l","andrew","","9.0"
"BIF_50822","BestInterestFactor","l","andrew","","9.0"
"BIF_50823","BestInterestFactor","l","andrew","","9.0"
"BIF_50824","BestInterestFactor","l","andrew","","9.0"
"BIF_50825","BestInterestFactor","l","andrew","","9.0"
"BIF_50826","BestInterestFactor","l","andrew","","9.0"
"BIF_50827","BestInterestFactor","l","andrew","","9.0"
"BIF_50828","BestInterestFactor","l","andrew","","9.0"
"BIF_50829","BestInterestFactor","l","andrew","","9.0"
"BIF_50831","BestInterestFactor","l","andrew","","9.0"
"BIF_50860","BestInterestFactor","l","andrew","","9.0"
"BIF_50861","BestInterestFactor","l","andrew","","9.0"
"BIF_50862","BestInterestFactor","l","andrew","","9.0"
"BIF_50863","BestInterestFactor","l","andrew","","9.0"
"BIF_50864","BestInterestFactor","l","andrew","","9.0"
"BIF_50865","BestInterestFactor","l","andrew","","9.0"
"BIF_50866","BestInterestFactor","l","andrew","","9.0"
"BIF_50867","BestInterestFactor","l","andrew","","9.0"
"BIF_50873","BestInterestFactor","l","andrew","","9.0"
"BIF_50874","BestInterestFactor","l","andrew","","9.0"
"BIF_50875","BestInterestFactor","l","andrew","","9.0"
"BIF_50876","BestInterestFactor","l","andrew","","9.0"
"BIF_50893","BestInterestFactor","l","andrew","","9.0"
"BIF_50894","BestInterestFactor","l","andrew","","9.0"
"BIF_50895","BestInterestFactor","l","andrew","","9.0"
"BIF_50896","BestInterestFactor","l","andrew","","9.0"
"BIF_50897","BestInterestFactor","l","andrew","","9.0"
"BIF_50898","BestInterestFactor","l","andrew","","9.0"
"BIF_50899","BestInterestFactor","l","andrew","","9.0"
"BIF_50900","BestInterestFactor","l","andrew","","9.0"
"BIF_50901","BestInterestFactor","l","andrew","","9.0"
"BIF_50910","BestInterestFactor","l","andrew","","9.0"
"BIF_50913","BestInterestFactor","l","andrew","","9.0"
"BIF_50916","BestInterestFactor","l","andrew","","9.0"
"BIF_50919","BestInterestFactor","l","andrew","","9.0"
"BIF_50923","BestInterestFactor","l","andrew","","9.0"
"BIF_50925","BestInterestFactor","l","andrew","","9.0"
"BIF_50931","BestInterestFactor","l","andrew","","9.0"
"BIF_50932","BestInterestFactor","l","andrew","","9.0"
"BIF_50933","BestInterestFactor","l","andrew","","9.0"
"BIF_50934","BestInterestFactor","l","andrew","","9.0"
"BIF_50935","BestInterestFactor","l","andrew","","9.0"
"BIF_50936","BestInterestFactor","l","andrew","","9.0"
"BIF_50937","BestInterestFactor","l","andrew","","9.0"
"BIF_50938","BestInterestFactor","l","andrew","","9.0"
"BIF_50939","BestInterestFactor","l","andrew","","9.0"
"BIF_50940","BestInterestFactor","l","andrew","","9.0"
"BIF_50941","BestInterestFactor","l","andrew","","9.0"
"BIF_50942","BestInterestFactor","l","andrew","","9.0"
"BIF_50943","BestInterestFactor","l","andrew","","9.0"
"BIF_50944","BestInterestFactor","l","andrew","","9.0"
"BIF_50945","BestInterestFactor","l","andrew","","9.0"
"BIF_50946","BestInterestFactor","l","andrew","","9.0"
"BIF_50947","BestInterestFactor","l","andrew","","9.0"
"BIF_50948","BestInterestFactor","l","andrew","","9.0"
"BIF_50949","BestInterestFactor","l","andrew","","9.0"
"BIF_50950","BestInterestFactor","l","andrew","","9.0"
"BIF_50951","BestInterestFactor","l","andrew","","9.0"
"BIF_50952","BestInterestFactor","l","andrew","","9.0"
"BIF_50953","BestInterestFactor","l","andrew","","9.0"
"BIF_50954","BestInterestFactor","l","andrew","","9.0"
"BIF_50955","BestInterestFactor","l","andrew","","9.0"
"BIF_50957","BestInterestFactor","l","andrew","","9.0"
"BIF_50960","BestInterestFactor","l","andrew","","9.0"
"BIF_50965","BestInterestFactor","l","andrew","","9.0"
"BIF_50973","BestInterestFactor","l","andrew","","9.0"
"BIF_50974","BestInterestFactor","l","andrew","","9.0"
"BIF_50975","BestInterestFactor","l","andrew","","9.0"
"BIF_50976","BestInterestFactor","l","andrew","","9.0"
"BIF_50977","BestInterestFactor","l","andrew","","9.0"
"BIF_50978","BestInterestFactor","l","andrew","","9.0"
"BIF_50979","BestInterestFactor","l","andrew","","9.0"
"BIF_50980","BestInterestFactor","l","andrew","","9.0"
"BIF_50981","BestInterestFactor","l","andrew","","9.0"
"BIF_50982","BestInterestFactor","l","andrew","","9.0"
"BIF_50983","BestInterestFactor","l","andrew","","9.0"
"BIF_50984","BestInterestFactor","l","andrew","","9.0"
"BIF_50985","BestInterestFactor","l","andrew","","9.0"
"BIF_50986","BestInterestFactor","l","andrew","","9.0"
"BIF_50987","BestInterestFactor","l","andrew","","9.0"
"BIF_50988","BestInterestFactor","l","andrew","","9.0"
"BIF_50989","BestInterestFactor","l","andrew","","9.0"
"BIF_50990","BestInterestFactor","l","andrew","","9.0"
"BIF_50991","BestInterestFactor","l","andrew","","9.0"
"BIF_50992","BestInterestFactor","l","andrew","","9.0"
"BIF_50993","BestInterestFactor","l","andrew","","9.0"
"BIF_50994","BestInterestFactor","l","andrew","","9.0"
"BIF_50995","BestInterestFactor","l","andrew","","9.0"
