label,count
MCR_1_467;Node;n_67ce6cab8f9f;Kind_Statute,1
MCR_1_469;Node;n_2d6eefb5d27f;Kind_Statute,1
MCR_1_479;Node;n_37b6ae82fb57;Kind_Statute,1
MCR_1_470;Node;n_04273bf7cdd7;Kind_Statute,1
MCR_1_471;Node;n_d904e8818a1c;Kind_Statute,1
MCR_1_472;Node;n_36bb2c2b6c46;Kind_Statute,1
MCR_1_473;Node;n_aae209f6d6bb;Kind_Statute,1
MCR_1_474;Node;n_d2831c63b497;Kind_Statute,1
MCR_1_475;Node;n_5955a80b37cf;Kind_Statute,1
MCR_1_476;Node;n_455d482ac1b4;Kind_Statute,1
MCR_1_477;Node;n_820f57160c69;Kind_Statute,1
MCR_1_478;Node;n_d44552f3cd1d;Kind_Statute,1
MCR_1_210;Node;n_7cd39101bb01;Kind_Statute,1
MCR_1_208;Node;n_05ce353543a7;Kind_Statute,1
FRCP_62;Node;Authority;Kind_authority,1
disclosures;MCL_554_631_et_seq_Truth_in_Renting_Act_prohibited_lease_terms;Node;Authority;Kind_authority,1
MCL_125_2301_et_seq_Mobile_Home_Commission_Act_parks;licensing;practices;Node;Authority;Kind_authority,1
MCL_445_901_et_seq_Michigan_Consumer_Protection_Act_unfair_deceptive_acts;Node;Authority;Kind_authority,1
MCL_445_903_MCPA_specific_unfair_deceptive_practices_enumerated;Node;Authority;Kind_authority,1
damages_and_fees;MCL_445_911_MCPA_private_actions;Node;Authority;Kind_authority,1
Node;Prohibited_lease_clause_Truth_in_Renting;Violation;Kind_violation,1
Failure_to_return_security_deposit_improper_itemization;Node;Violation;Kind_violation,1
Failure_to_maintain_habitable_premises_repairs;Node;Violation;Kind_violation,1
Node;Unfair_deceptive_practice_in_tenancy_or_lot_rent;Violation;Kind_violation,1
Mobile_home_park_statutory_rule_violation;Node;Violation;Kind_violation,1
L_7_If_the_hearing_is_held_before_a_referee;you_may_request_a_review_of_the_referee_recommendation_by_a_judge;Node;Fact;Kind_other,1
Node;perjury_that_this_certificate_of_service_has_been_examined_by_me_and_that_its_contents_are_true_to_the_best_of_my;Fact;Kind_other,1
Form_MC_CI1_SUMMONS_must_be_completed_and_filed_with_this_form_I;Node;Fact;Kind_other,1
Node;This_is_a_business_case_in_which_all_or_part_of_the_action_includes_a_business_or_commercial_dispute_under_MCL_600;L_803s;MDHHS_and_a_contracted_health_plan_may_have_a_right;Fact;Kind_other,1
Node;Summons_section_completed_by_court_clerk_hnrl_pssigned_to_Judgennnrf;wj_l_7;Fact;Kind_other,1
L_3_I_request_the_court_to_order_the_respondent_to_appear_at_a_specified_time_to_answer_a_contempt_charge_or_to_issue;Node;Fact;Kind_other,1
In_the_matter_of_contempt_of;Node;Fact;Kind_other,1
Node;to_show_cause_why_the_respondent_should_not_be_held_in_contempt_for_violating_a_valid_personal_foreign_protection;Fact;Kind_other,1
Node;order_Failure_to_appear_for_this_contempt_hearing_may_result_in_a_bench_warrant_being_issued_for_the_respondent_s;Fact;Kind_other,1
Node;A_bench_warrant_shall_be_issued_for_the_respondent_s_arrest_to_answer_a_contempt_charge_for_violating_a_valid_personal;Fact;Kind_other,1
ActorHub;Emily_on_the_PPO_and_eviction_process_I_stood_by_until_Emily_completed_packing_and_then_I_cleared_the_scene_with;Node;Fact;Kind_other,1
Node;PPO_Andrew_Pigors_extended_1_2_4_2025_Modified_PPO_in_lein_and_attached_to_the_incident_report_1_2_3_2024;Fact;Kind_other,1
MCL_554_601_et_seq_Security_Deposit_Act_collection;notices;returns;Node;Authority;Kind_authority,1
MCL_554_139_Residential_lease_covenants_fitness_repair;Node;Authority;Kind_authority,1
Authority;Canon_7;Node;Kind_authority,1
MCL_552_603_Support_arrearage_no_retroactive_modification_limited_exceptions;Node;Authority;Kind_authority,1
Authority;Canon_9;Node;Kind_authority,1
L_42_U_S_C_3601;Authority;Node;Kind_authority,1
L_42_U_S_C_3613;Authority;Node;Kind_authority,1
L_28_U_S_C_1331;Authority;Node;Kind_authority,1
L_28_U_S_C_1332;Authority;Node;Kind_authority,1
self_help_eviction;treble_damages;MCL_600_2918_Wrongful_entry_retention;Node;Authority;Kind_authority,1
MCL_600_5701_Summary_proceedings_to_recover_possession;Node;Authority;Kind_authority,1
MCL_600_5714_Causes_for_summary_proceedings;Node;Authority;Kind_authority,1
MCL_600_5716_Demand_for_possession_nonpayment;Node;Authority;Kind_authority,1
MCL_600_5720_Demand_for_possession_termination_of_tenancy;Node;Authority;Kind_authority,1
MCL_600_5726_Service_of_demand_notice;Node;Authority;Kind_authority,1
writ_of_restitution;MCL_600_5739_Judgment;Node;Authority;Kind_authority,1
damages;MCL_600_5741_Money_judgment;Node;Authority;Kind_authority,1
MCL_600_5750_Jurisdiction_venue_in_summary_proceedings;Node;Authority;Kind_authority,1
MCL_600_605_Circuit_court_general_jurisdiction;Node;Authority;Kind_authority,1
child_custody_and_parenting_time;MCL_722_21_Public_policy;Node;Authority;Kind_authority,1
MCL_722_23_Best_interests_factors;Node;Authority;Kind_authority,1
change_of_circumstances_proper_cause;MCL_722_27_Custody_modification;Node;Authority;Kind_authority,1
MCL_722_27a_Parenting_time_standards;Node;Authority;Kind_authority,1
standards_of_review;MCL_722_28_Appeals;Node;Authority;Kind_authority,1
MCL_552_23_Spousal_support_alimony;Node;Authority;Kind_authority,1
Motion_for_Protective;Node;before_trial;identified_as_Motion_for_Parenting_Time_and_Contempt_of_Court;Fact;Kind_other,1
zurt;Motion_for_Parenting_Time_and_Contempt_of;Node;Fact;Kind_other,1
NOTICE_IS_HEREBY_GIVEN;that_pursuant_to_MCR_2_602_B_3;et_al;that_the_proposed;Node;Fact;Kind_other,1
Node;by_MCR_2_107;togetherwith_a_Notice_of_Hpqrinq_and_an_alternate_Order;Fact;Kind_other,1
MCR_2_401;Node;n_7a5abc2bcc36;Kind_Statute,1
MCR_2_116;Node;n_9a7b01c1fdb6;Kind_Statute,1
MCR_2_507;Node;n_f8076b6805a4;Kind_Statute,1
MCR_3_310;Node;n_c5303cb6763a;Kind_Statute,1
MCR_3_606;Node;n_788d84b7b680;Kind_Statute,1
MCR_3_207;Node;n_aa79ad481767;Kind_Statute,1
MCR_3_208;Node;n_c05b0a898843;Kind_Statute,1
MCR_7_205;Node;n_306d0d007b2d;Kind_Statute,1
MCR_1_105;Node;n_8686114caed1;Kind_Statute,1
MCR_1_106;Node;n_4c71baa0d619;Kind_Statute,1
MCR_1_109_E;Node;n_4ae9637a9343;Kind_Statute,1
MCR_1_111;Node;n_3b398a9319b2;Kind_Statute,1
MCR_2_101;Node;n_14cb6627b082;Kind_Statute,1
MCR_2_102;Node;n_f1d6f62a8b21;Kind_Statute,1
MCR_2_103;Node;n_6815dc6c9c0b;Kind_Statute,1
MCR_2_104;Node;n_7b2c6bbae221;Kind_Statute,1
MCR_2_105;Node;n_f8e73c797570;Kind_Statute,1
MCR_2_107;Node;n_750190a4d1c2;Kind_Statute,1
MCR_2_108;Node;n_29ac7f917f1e;Kind_Statute,1
MCR_2_109;Node;n_39a0bb775d7b;Kind_Statute,1
MCR_2_110;Node;n_8f971fab0c42;Kind_Statute,1
MCR_1_109;Node;n_5812bafb5081;Kind_Statute,1
MCR_2_114;Node;n_d6fcbe41bcac;Kind_Statute,1
Node;Remedy;Kind_hub,1
Node;text_chars;Authority;Kind_authority,1
Node;the_day_before_this_Trial;identified_as_Motion_for_Parenting_Time_and_Contempt_of;Fact;Kind_other,1
Node;of_the_payer_s_child_support_If_an_objection_is_timely_received;the_FOC_will_schedule_a_hearing_This;Fact;Kind_other,1
Node;PPO_Andrew_Pigors_extended_12_4_2025_Modified_PPO_in_lein_and_attached_to_the_incident_report_12_3_2024;Fact;Kind_other,1
Node;rel_path;Authority;Kind_authority,1
Node;abs_path;Authority;Kind_authority,1
Node;type;Authority;Kind_authority,1
Node;size_bytes;Authority;Kind_authority,1
Node;sha256;Authority;Kind_authority,1
Node;pages;Authority;Kind_authority,1
Node;parse_error;Authority;Kind_authority,1
Authority;Node;Kind_hub,1
Claim_Perjury;Node;Kind_allegation,1
Improper_Service_of_the_Third_PPO_Violation_October_20;L_2024_o_During_a_parenting_exchange_on_October_20;L_2024;Node;Violation;Authority;Kind_authority,1
Improper_Service_and_Procedural_Deficiencies_of_the_Fourth_PPO_Violation_November_27;L_2024_o_On_November_29;L_20;Node;Violation;Authority;Kind_authority,1
Node;Terminate_the_PPO_in_Case_No_2023_5907_PP;as_it_is_being_used_as_a_tool_of_harassment_rather_than_protection;Fact;Kind_fact,1
I_request_the_court_to_order_the_respondent_to_appear_at_a_specified_time_to_answer_a_contempt_charge_or_to_issue_a_b;Node;Fact;Kind_fact,1
L_2_0J_Appmved;SCAO_Muskegoa_court_address_990TerracaSt_Mabgon;MI494427Z_D_11_27_2024_14th;IR;UI_J_COUR_R_WCj8;Authority;Node;Fact;Kind_fact,1
A_bench_warrant_shall_be_issued_for_the_respondent_s_arrest_to_answer_a_contempt_charge_for_violating_a_valid_personal;Authority;Node;Fact;Kind_fact,1
Contempt_Sanctions;Node;Kind_remedy,1
Node;Violation;Kind_hub,1
Authority;Canon_8;Node;Kind_authority,1
Authority;Canon_6;Node;Kind_authority,1
MCR_2_112;Node;n_9fa683d4f467;Kind_Statute,1
FRCP_86;Node;Authority;Kind_authority,1
FRAP_2;Node;Authority;Kind_authority,1
FRAP_5;Node;Authority;Kind_authority,1
FRAP_6;Node;Authority;Kind_authority,1
FRAP_7;Node;Authority;Kind_authority,1
FRAP_8;Node;Authority;Kind_authority,1
FRAP_9;Node;Authority;Kind_authority,1
FRAP_11;Node;Authority;Kind_authority,1
FRAP_12;Node;Authority;Kind_authority,1
FRAP_13;Node;Authority;Kind_authority,1
FRAP_14;Node;Authority;Kind_authority,1
FRAP_15;Node;Authority;Kind_authority,1
FRAP_16;Node;Authority;Kind_authority,1
FRAP_17;Node;Authority;Kind_authority,1
FRAP_18;Node;Authority;Kind_authority,1
FRAP_19;Node;Authority;Kind_authority,1
FRAP_20;Node;Authority;Kind_authority,1
FRAP_21;Node;Authority;Kind_authority,1
FRAP_22;Node;Authority;Kind_authority,1
FRAP_23;Node;Authority;Kind_authority,1
FRAP_24;Node;Authority;Kind_authority,1
FRAP_25;Node;Authority;Kind_authority,1
FRAP_1;Node;Authority;Kind_authority,1
FRCP_85;Node;Authority;Kind_authority,1
Authority;Canon_5;Node;Kind_authority,1
FRCP_84;Node;Authority;Kind_authority,1
FRCP_63;Node;Authority;Kind_authority,1
FRCP_64;Node;Authority;Kind_authority,1
FRCP_65;Node;Authority;Kind_authority,1
FRCP_66;Node;Authority;Kind_authority,1
FRCP_67;Node;Authority;Kind_authority,1
FRCP_68;Node;Authority;Kind_authority,1
FRCP_69;Node;Authority;Kind_authority,1
FRCP_70;Node;Authority;Kind_authority,1
FRCP_71;Node;Authority;Kind_authority,1
FRCP_72;Node;Authority;Kind_authority,1
FRCP_73;Node;Authority;Kind_authority,1
FRCP_74;Node;Authority;Kind_authority,1
FRCP_75;Node;Authority;Kind_authority,1
FRCP_76;Node;Authority;Kind_authority,1
FRCP_77;Node;Authority;Kind_authority,1
FRCP_78;Node;Authority;Kind_authority,1
FRCP_79;Node;Authority;Kind_authority,1
FRCP_80;Node;Authority;Kind_authority,1
FRCP_81;Node;Authority;Kind_authority,1
FRCP_82;Node;Authority;Kind_authority,1
FRCP_83;Node;Authority;Kind_authority,1
FRAP_26;Node;Authority;Kind_authority,1
FRAP_27;Node;Authority;Kind_authority,1
FRAP_29;Node;Authority;Kind_authority,1
FRAP_30;Node;Authority;Kind_authority,1
L_42_U_S_C_1988_Attorney_s_Fees;Authority;Node;Kind_authority,1
L_42_U_S_C_3601_Fair_Housing_Policy;Authority;Node;Kind_authority,1
L_42_U_S_C_3613_Fair_Housing_Civil_Actions;Authority;Node;Kind_authority,1
L_24_CFR_Part_3286_Installer_Licensing_and_Training;Node;Authority;Kind_authority,1
L_24_CFR_Part_3288_Dispute_Resolution_Program;Node;Authority;Kind_authority,1
L_24_CFR_Part_247_Evictions_from_Certain_Subsidized_Housing;Node;Authority;Kind_authority,1
MRPC_1_1;Node;Authority;Kind_authority,1
MRPC_1_2;Node;Authority;Kind_authority,1
MRPC_1_3;Node;Authority;Kind_authority,1
MRPC_1_4;Node;Authority;Kind_authority,1
MRPC_1_6;Node;Authority;Kind_authority,1
MRPC_3_1;Node;Authority;Kind_authority,1
Authority;MRE_587;Node;Kind_keyword,1
MRPC_3_3;Node;Authority;Kind_authority,1
MRPC_3_4;Node;Authority;Kind_authority,1
MRPC_3_5;Node;Authority;Kind_authority,1
MRPC_4_1;Node;Authority;Kind_authority,1
MRPC_8_4;Node;Authority;Kind_authority,1
Authority;Canon_1;Node;Kind_authority,1
Authority;Canon_3;Node;Kind_authority,1
Authority;Canon_4;Node;Kind_authority,1
L_28_U_S_C_1651_All_Writs_Act;Authority;Node;Kind_authority,1
L_28_U_S_C_1920_Taxation_of_Costs;Authority;Node;Kind_authority,1
L_28_U_S_C_1915_In_Forma_Pauperis;Authority;Node;Kind_authority,1
FRAP_41;Node;Authority;Kind_authority,1
FRAP_31;Node;Authority;Kind_authority,1
FRAP_33;Node;Authority;Kind_authority,1
FRAP_34;Node;Authority;Kind_authority,1
FRAP_35;Node;Authority;Kind_authority,1
FRAP_36;Node;Authority;Kind_authority,1
FRAP_37;Node;Authority;Kind_authority,1
FRAP_38;Node;Authority;Kind_authority,1
FRAP_39;Node;Authority;Kind_authority,1
FRAP_40;Node;Authority;Kind_authority,1
FRAP_42;Node;Authority;Kind_authority,1
L_28_U_S_C_1446_Removal_Procedure;Authority;Node;Kind_authority,1
FRAP_43;Node;Authority;Kind_authority,1
FRAP_44;Node;Authority;Kind_authority,1
FRAP_45;Node;Authority;Kind_authority,1
FRAP_46;Node;Authority;Kind_authority,1
FRAP_47;Node;Authority;Kind_authority,1
FRAP_48;Node;Authority;Kind_authority,1
L_28_U_S_C_1332_Diversity_Jurisdiction;Authority;Node;Kind_authority,1
L_28_U_S_C_1391_Venue;Authority;Node;Kind_authority,1
L_28_U_S_C_1441_Removal;Authority;Node;Kind_authority,1
MCR_2_111;Node;n_94bffcc0ca9e;Kind_Statute,1
MCR_2_113;Node;n_e96ef3b08458;Kind_Statute,1
MCR_1_207;Node;n_e3bed95df502;Kind_Statute,1
MCR_1_135;Node;n_79ed39487cb3;Kind_Statute,1
MCR_1_137;Node;n_3a5dec05cfd0;Kind_Statute,1
MCR_1_138;Node;n_060404e67444;Kind_Statute,1
MCR_1_139;Node;n_ed589ad45c00;Kind_Statute,1
MCR_1_140;Node;n_b3cd135030f5;Kind_Statute,1
MCR_1_141;Node;n_39ce347e574f;Kind_Statute,1
MCR_1_142;Node;n_5a188b1ab368;Kind_Statute,1
MCR_1_143;Node;n_2dbb8a01a068;Kind_Statute,1
MCR_1_144;Node;n_e905c2ef5238;Kind_Statute,1
MCR_1_145;Node;n_eaf1adcfe1ac;Kind_Statute,1
MCR_1_146;Node;n_e7edb8b2a057;Kind_Statute,1
MCR_1_147;Node;n_22b671b48886;Kind_Statute,1
MCR_1_148;Node;n_411459ea1995;Kind_Statute,1
MCR_1_149;Node;n_c8faa0aa27a1;Kind_Statute,1
MCR_1_150;Node;n_3aa45b96c919;Kind_Statute,1
MCR_1_151;Node;n_4b6152c279c5;Kind_Statute,1
MCR_1_152;Node;n_181b775ddf5d;Kind_Statute,1
MCR_1_153;Node;n_25efb7210311;Kind_Statute,1
MCR_1_154;Node;n_01273ccb68fa;Kind_Statute,1
MCR_1_155;Node;n_69701bb6c58d;Kind_Statute,1
MCR_1_156;Node;n_cbefdee45887;Kind_Statute,1
MCR_1_157;Node;n_3cdc175c5c86;Kind_Statute,1
MCR_1_136;Node;n_4e0d313a4cba;Kind_Statute,1
MCR_1_134;Node;n_c67a421109ab;Kind_Statute,1
MCR_1_107;Node;n_55595fbf4e23;Kind_Statute,1
MCR_1_133;Node;n_d00e0bb60014;Kind_Statute,1
MCR_1_112;Node;n_9bf1c5355c29;Kind_Statute,1
MCR_1_113;Node;n_4fb384d5c453;Kind_Statute,1
MCR_1_114;Node;n_4d5108ce9852;Kind_Statute,1
MCR_1_115;Node;n_51d2bba83c7f;Kind_Statute,1
MCR_1_116;Node;n_60f826d9cd3e;Kind_Statute,1
MCR_1_117;Node;n_d4d73b805ae2;Kind_Statute,1
MCR_1_118;Node;n_986a2e814e4d;Kind_Statute,1
MCR_1_119;Node;n_22d88ff6e858;Kind_Statute,1
MCR_1_120;Node;n_3c7bfb6a3ebc;Kind_Statute,1
MCR_1_121;Node;n_9b1a4aff1c27;Kind_Statute,1
MCR_1_122;Node;n_30cdc42c9552;Kind_Statute,1
MCR_1_123;Node;n_47f35f989797;Kind_Statute,1
MCR_1_124;Node;n_2c5d163aca4f;Kind_Statute,1
MCR_1_125;Node;n_92c228e91817;Kind_Statute,1
MCR_1_126;Node;n_31b330115e29;Kind_Statute,1
MCR_1_127;Node;n_bb7fb21eeede;Kind_Statute,1
MCR_1_128;Node;n_47b9491f5191;Kind_Statute,1
MCR_1_129;Node;n_21202f0cf58c;Kind_Statute,1
MCR_1_130;Node;n_70397a2d03d4;Kind_Statute,1
MCR_1_131;Node;n_7c4e2229d5d1;Kind_Statute,1
MCR_1_132;Node;n_e43f0416fa19;Kind_Statute,1
MCR_1_158;Node;n_0a220ce19db1;Kind_Statute,1
MCR_1_159;Node;n_01ebbbf5246e;Kind_Statute,1
MCR_1_160;Node;n_0ba1d8cc9cea;Kind_Statute,1
MCR_1_161;Node;n_12ce00d90b02;Kind_Statute,1
MCR_1_186;Node;n_4f40bc0f7e5d;Kind_Statute,1
MCR_1_187;Node;n_e864b5f31372;Kind_Statute,1
MCR_1_188;Node;n_25e7bbd25f63;Kind_Statute,1
MCR_1_189;Node;n_eb5702ab0531;Kind_Statute,1
MCR_1_190;Node;n_302318286bfd;Kind_Statute,1
MCR_1_191;Node;n_4cc7e3d86f4a;Kind_Statute,1
MCR_1_192;Node;n_8684a7ec34c7;Kind_Statute,1
MCR_1_193;Node;n_1d152e88ef74;Kind_Statute,1
MCR_1_194;Node;n_e72ec258b001;Kind_Statute,1
MCR_1_195;Node;n_1f322646a6bb;Kind_Statute,1
MCR_1_196;Node;n_d6874ad70ea7;Kind_Statute,1
MCR_1_197;Node;n_7619f6ba1313;Kind_Statute,1
MCR_1_198;Node;n_257d58c5ca5e;Kind_Statute,1
MCR_1_199;Node;n_43c0d414f338;Kind_Statute,1
MCR_1_200;Node;n_c9c4cd0a0650;Kind_Statute,1
MCR_1_201;Node;n_10369edcc7c1;Kind_Statute,1
MCR_1_202;Node;n_c9285900dcbb;Kind_Statute,1
MCR_1_203;Node;n_37bb4049937e;Kind_Statute,1
MCR_1_204;Node;n_cec252d082f6;Kind_Statute,1
MCR_1_205;Node;n_18446bf485bb;Kind_Statute,1
MCR_1_206;Node;n_11ecd151e8da;Kind_Statute,1
MCR_1_185;Node;n_99259c597cc9;Kind_Statute,1
MCR_1_184;Node;n_aa59f8e417ec;Kind_Statute,1
MCR_1_183;Node;n_f7a37ac2248e;Kind_Statute,1
MCR_1_171;Node;n_171fd50b7528;Kind_Statute,1
MCR_1_162;Node;n_89bf4d891fc7;Kind_Statute,1
MCR_1_163;Node;n_fe8c93963e42;Kind_Statute,1
MCR_1_164;Node;n_5db5dfd0d6fd;Kind_Statute,1
MCR_1_165;Node;n_df50b42af455;Kind_Statute,1
MCR_1_166;Node;n_17807fffe9cb;Kind_Statute,1
MCR_1_167;Node;n_33df287b4e90;Kind_Statute,1
MCR_1_168;Node;n_ee74dede06fc;Kind_Statute,1
MCR_1_169;Node;n_b53d7eed22e9;Kind_Statute,1
MCR_1_170;Node;n_babe72768b85;Kind_Statute,1
MCR_1_172;Node;n_70e1dbb621a8;Kind_Statute,1
MCR_1_182;Node;n_e85622e6de10;Kind_Statute,1
MCR_1_173;Node;n_0942dafad3bf;Kind_Statute,1
MCR_1_174;Node;n_cfbfddb76b0f;Kind_Statute,1
MCR_1_175;Node;n_07b236b2acc8;Kind_Statute,1
MCR_1_176;Node;n_e2b086f966d5;Kind_Statute,1
MCR_1_177;Node;n_c143cd486a87;Kind_Statute,1
MCR_1_178;Node;n_583ccc75747c;Kind_Statute,1
MCR_1_179;Node;n_f6b276e6250e;Kind_Statute,1
MCR_1_180;Node;n_d3bb1ba203df;Kind_Statute,1
MCR_1_181;Node;n_b82570f2d92c;Kind_Statute,1
MCR_1_110;Node;n_17e99d62c682;Kind_Statute,1
MCR_1_103;Node;n_a03999db13d0;Kind_Statute,1
MCR_2_115;Node;n_89550c7da29e;Kind_Statute,1
MCR_2_517;Node;n_c15bf4482b62;Kind_Statute,1
MCR_2_522;Node;n_4ac8d066051e;Kind_Statute,1
MCR_2_530;Node;n_fbceefb3cd24;Kind_Statute,1
MCR_2_532;Node;n_509fbdb6545c;Kind_Statute,1
MCR_2_603;Node;n_72ddae0de589;Kind_Statute,1
MCR_2_612;Node;n_5931adb085e4;Kind_Statute,1
MCR_2_613;Node;n_a748e538acb7;Kind_Statute,1
MCR_3_201;Node;n_e235ca2c1bb9;Kind_Statute,1
MCR_3_203;Node;n_556909662f4f;Kind_Statute,1
MCR_3_206;Node;n_51310a66ea95;Kind_Statute,1
MCR_3_210;Node;n_3a6835101358;Kind_Statute,1
MCR_3_216;Node;n_991598854613;Kind_Statute,1
MCR_3_700;Node;n_79d690fe3f6c;Kind_Statute,1
MCR_3_701;Node;n_a6bc1f7246ce;Kind_Statute,1
MCR_3_702;Node;n_118a3190fd28;Kind_Statute,1
MCR_3_703;Node;n_ee3bcda978bb;Kind_Statute,1
MCR_3_707;Node;n_b5c2d573f57b;Kind_Statute,1
MCR_3_903;Node;n_2177fd77d1c5;Kind_Statute,1
MCR_3_935;Node;n_feaef163f5d4;Kind_Statute,1
MCR_4_201;Node;n_230de411bd2b;Kind_Statute,1
MCR_4_202;Node;n_e0e66ece15c3;Kind_Statute,1
MCR_7_200;Node;n_4d61256c5452;Kind_Statute,1
MCR_2_519;Node;n_beac4524dbe7;Kind_Statute,1
MCR_2_516;Node;n_f20c6d0a6308;Kind_Statute,1
MCR_1_102;Node;n_7f789eb4f636;Kind_Statute,1
MCR_2_513;Node;n_637dea78a9ca;Kind_Statute,1
MCR_2_116_C_8;Node;n_41288c0a8a22;Kind_Statute,1
MCR_2_116_C_10;Node;n_daba203a0ebd;Kind_Statute,1
MCR_2_118;Node;n_9f293747a795;Kind_Statute,1
MCR_2_119;Node;n_d68123dead01;Kind_Statute,1
MCR_2_201;Node;n_56b4517a0345;Kind_Statute,1
MCR_2_203;Node;n_96ee42fd17fc;Kind_Statute,1
MCR_2_204;Node;n_60c643b01d43;Kind_Statute,1
MCR_2_302;Node;n_8f419b35a53c;Kind_Statute,1
MCR_2_309;Node;n_08acc1b73bde;Kind_Statute,1
MCR_2_310;Node;n_0219ce23412d;Kind_Statute,1
MCR_2_311;Node;n_1bc3b8772a7d;Kind_Statute,1
MCR_2_312;Node;n_a83b7b6405f3;Kind_Statute,1
MCR_2_313;Node;n_97a81399292f;Kind_Statute,1
MCR_2_314;Node;n_b3467e53b269;Kind_Statute,1
MCR_2_315;Node;n_afb9d2d6161e;Kind_Statute,1
MCR_2_402;Node;n_53abfa0d1e81;Kind_Statute,1
MCR_2_403;Node;n_acabbf18c7b4;Kind_Statute,1
MCR_2_504;Node;n_df922b6f49bc;Kind_Statute,1
MCR_2_506;Node;n_12d5c5e9bb97;Kind_Statute,1
MCR_2_508;Node;n_22695cf736f3;Kind_Statute,1
MCR_2_511;Node;n_058aea23e3eb;Kind_Statute,1
MCR_7_201;Node;n_42f4b5a8a517;Kind_Statute,1
MCR_7_202;Node;n_49057a058529;Kind_Statute,1
MCR_7_203;Node;n_454600d5a2cc;Kind_Statute,1
MCR_7_204;Node;n_de2f5756cb56;Kind_Statute,1
MCR_2_506_H;Node;n_095362250160;Kind_Statute,1
MCR_2_511_D;Node;n_746ef2cee215;Kind_Statute,1
MCR_2_513_O;Node;n_2d2892e4d6e0;Kind_Statute,1
MCR_2_516_B_3;Node;n_86558199edff;Kind_Statute,1
MCR_2_517_A;Node;n_1f0b747fa647;Kind_Statute,1
MCR_2_530_A;Node;n_0a528e0b7617;Kind_Statute,1
MCR_2_612_C_1;Node;n_53a03d498af9;Kind_Statute,1
MCR_2_613_A;Node;n_3e2a3d296086;Kind_Statute,1
MCR_3_310_A;Node;n_04b11def4d27;Kind_Statute,1
MCR_3_310_B;Node;n_8b4e6169032a;Kind_Statute,1
MCR_3_606_A;Node;n_69527f200030;Kind_Statute,1
MCR_3_606_E;Node;n_0ff0769f2301;Kind_Statute,1
MCR_4_201_D;Node;n_cb2fc8ac3d4b;Kind_Statute,1
MCR_4_201_G;Node;n_a7587bef04cb;Kind_Statute,1
MCR_4_201_K;Node;n_10aadf80286f;Kind_Statute,1
MCR_4_201_N;Node;n_37212902df71;Kind_Statute,1
MCR_7_212_C_6;Node;n_0f26eb48d313;Kind_Statute,1
MCR_7_210_A_1;Node;n_fec8d353ec9c;Kind_Statute,1
MCR_7_205_B_1;Node;n_6f886c5a7116;Kind_Statute,1
MCR_1_100;Node;n_602056dae494;Kind_Statute,1
MCR_1_101;Node;n_7cc6ae43650f;Kind_Statute,1
MCR_2_506_A;Node;n_ab45ca9071c5;Kind_Statute,1
MCR_2_403_K;Node;n_0981fc4f4a88;Kind_Statute,1
MCR_2_401_C;Node;n_6d764dc21ecb;Kind_Statute,1
MCR_1_104;Node;n_c0c44a77cb82;Kind_Statute,1
MCR_7_206;Node;n_d809f4237575;Kind_Statute,1
MCR_7_208;Node;n_2bd77bb9e9ad;Kind_Statute,1
MCR_7_209;Node;n_ecd9fddd5dfb;Kind_Statute,1
MCR_7_210;Node;n_1da6b33effb7;Kind_Statute,1
MCR_7_211;Node;n_6c31cb87d151;Kind_Statute,1
MCR_7_212;Node;n_8d6c97b90bce;Kind_Statute,1
MCR_7_213;Node;n_58ceaa112b11;Kind_Statute,1
MCR_7_215;Node;n_e0b5f8e8f58e;Kind_Statute,1
MCR_7_219;Node;n_7af6c03aa7fd;Kind_Statute,1
MCR_1_108;Node;n_ba15280fc940;Kind_Statute,1
MCR_2_313_D;Node;n_33674edb3911;Kind_Statute,1
MCR_1_109_D;Node;n_a840a8f6ed95;Kind_Statute,1
MCR_1_109_F;Node;n_f642654b0bb6;Kind_Statute,1
MCR_2_119_A;Node;n_85d2059eca92;Kind_Statute,1
MCR_2_119_B;Node;n_080958f5deaf;Kind_Statute,1
MCR_2_119_C;Node;n_eec7df71c49a;Kind_Statute,1
MCR_2_116_G;Node;n_386e2ce6d962;Kind_Statute,1
MCR_2_302_B_1;Node;n_97c3200ed72d;Kind_Statute,1
MCR_2_302_E;Node;n_a0b720356dc9;Kind_Statute,1
MCR_2_313_B;Node;n_6bbefcbf1179;Kind_Statute,1
Authority;MRE_588;Node;Kind_keyword,1
Authority;MRE_474;Node;Kind_keyword,1
Authority;MRE_586;Node;Kind_keyword,1
Authority;MCL_600_494;Node;Kind_authority,1
Authority;MCL_600_52;Node;Kind_authority,1
Authority;MCL_600_521;Node;Kind_authority,1
Authority;MCL_600_522;Node;Kind_authority,1
Authority;MCL_600_523;Node;Kind_authority,1
Authority;MCL_600_524;Node;Kind_authority,1
Authority;MCL_600_525;Node;Kind_authority,1
Authority;MCL_600_526;Node;Kind_authority,1
Authority;MCL_600_527;Node;Kind_authority,1
Authority;MCL_600_528;Node;Kind_authority,1
Authority;MCL_600_529;Node;Kind_authority,1
Authority;MCL_600_53;Node;Kind_authority,1
Authority;MCL_600_531;Node;Kind_authority,1
Authority;MCL_600_532;Node;Kind_authority,1
Authority;MCL_600_533;Node;Kind_authority,1
Authority;MCL_600_534;Node;Kind_authority,1
